modelo,variavel,h,q16,q50,q84
K = 23,PIB real,50,-0.05781068527852122,0.07920427410910888,0.2408362945362979
K = 23,PIB real,51,-0.05533380912656582,0.08020211442889415,0.2432504726556652
K = 23,PIB real,52,-0.05536355758054234,0.08345863728036189,0.2446266672961003
K = 23,PIB real,53,-0.05553636223308008,0.08527710829425246,0.25007729727475414
K = 23,PIB real,54,-0.05169512946928559,0.08708189181661438,0.2518563500918132
K = 23,PIB real,55,-0.048011235363953554,0.08981826784250788,0.2514511644882666
K = 23,PIB real,56,-0.044327456211386444,0.09153437065018094,0.2515861463116302
K = 23,PIB real,57,-0.04282660714962761,0.09309608641197115,0.2515740883323278
K = 23,PIB real,58,-0.042016724351796826,0.09389433752133423,0.2537941408186909
K = 23,PIB real,59,-0.04124993312004853,0.09453613219913719,0.2563686584845345
K = 23,PIB real,60,-0.04052982959950506,0.09516443733874166,0.2591429464787625
6 lags,PIB real,0,-0.13896227890128796,-0.013758515752345175,0.11501449541196908
6 lags,PIB real,1,-0.1452687186318511,-0.028385580119988055,0.08461549097688426
6 lags,PIB real,2,-0.14940095089577043,-0.015945268171274334,0.09301446712068283
6 lags,PIB real,3,-0.15609682606066547,-0.02490061737279786,0.10059831633012915
6 lags,PIB real,4,-0.16025769605060375,-0.03138211799503983,0.11334173652211106
6 lags,PIB real,5,-0.16737295056581356,-0.028464744983136774,0.12344262769004088
6 lags,PIB real,6,-0.16594045323425097,-0.021058629136230494,0.1384433709019952
6 lags,PIB real,7,-0.16432025272599401,-0.007751775351894899,0.15954814739190173
6 lags,PIB real,8,-0.15898256473470984,0.0018863247402076725,0.16186828283687457
6 lags,PIB real,9,-0.15588263184671117,0.015740145683260844,0.16772389892568274
6 lags,PIB real,10,-0.14962343104177186,0.023034862220993546,0.1783404308503068
6 lags,PIB real,11,-0.14991070679984375,0.027166199552658803,0.19042761875579997
6 lags,PIB real,12,-0.14323335056788822,0.0388374274060021,0.19800611984328634
6 lags,PIB real,13,-0.14124454596830127,0.03989955075911811,0.20745095683908396
6 lags,PIB real,14,-0.137430354288338,0.04145173283129562,0.21052541586645102
6 lags,PIB real,15,-0.1414880299053116,0.04086090017731278,0.21324260237355552
6 lags,PIB real,16,-0.1445245970819472,0.03982488998942588,0.21629622170289664
6 lags,PIB real,17,-0.13845479174052383,0.037361864094220626,0.22153184058446063
6 lags,PIB real,18,-0.14544145027581123,0.0329852006801705,0.22076370587090777
6 lags,PIB real,19,-0.1502288680466433,0.03178563669663045,0.2187023169496368
6 lags,PIB real,20,-0.14989601068902397,0.029303597471158724,0.21732986811494856
6 lags,PIB real,21,-0.15519575326750434,0.028088501816546665,0.21076008491186157
6 lags,PIB real,22,-0.16383813016848914,0.02370263102830911,0.21118355383492157
6 lags,PIB real,23,-0.16797435015783904,0.01708283413738671,0.20695688913925606
6 lags,PIB real,24,-0.17420426297971386,0.01578244423815356,0.2071809416030137
6 lags,PIB real,25,-0.17575200990476586,0.01358167299231006,0.20707823197142508
6 lags,PIB real,26,-0.17404462152012667,0.010293232299162985,0.19883395319695432
6 lags,PIB real,27,-0.17435732255895214,0.007693604655326283,0.1866143976143488
